unique_key,created_date,closed_date,complaint_type,descriptor,agency,borough,resolution_description,status,resolution_hours
66020791,2025-09-01T06:58:00.000,2025-09-04T13:10:00.000,Water System,Hydrant Defective (WC2),DEP,BROOKLYN,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,Closed,78.2
66012946,2025-09-01T06:58:55.000,2025-09-02T00:00:00.000,General Construction/Plumbing,Adjacent Buildings Not Protected,DOB,QUEENS,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,Closed,17.0
66025042,2025-09-01T07:00:00.000,2025-09-02T14:00:00.000,Street Condition,Pothole,DOT,STATEN ISLAND,The Department of Transportation inspected this complaint and repaired the problem.,Closed,31.0
66022710,2025-09-01T07:00:00.000,2025-09-09T12:50:00.000,Street Condition,Pothole,DOT,STATEN ISLAND,The Department of Transportation inspected this complaint and repaired the problem.,Closed,197.8
66029013,2025-09-01T07:00:00.000,2025-09-02T09:10:00.000,Street Condition,Pothole,DOT,STATEN ISLAND,The Department of Transportation inspected this complaint and repaired the problem.,Closed,26.2
66021060,2025-09-01T07:00:00.000,2025-09-11T11:28:00.000,Street Light Condition,Street Light Out,DOT,BROOKLYN,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,Closed,244.5
66019837,2025-09-01T07:07:57.000,2025-10-28T00:00:00.000,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,DOB,BROOKLYN,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,1360.9
66012759,2025-09-01T07:16:00.000,2025-09-01T07:27:00.000,Water System,Hydrant Running Full (WA4),DEP,BRONX,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,0.2
66018051,2025-09-01T07:19:21.000,2025-09-10T20:06:59.000,PLUMBING,WATER SUPPLY,HPD,BROOKLYN,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,Closed,228.8
66014635,2025-09-01T07:19:21.000,2025-09-09T02:13:13.000,PLUMBING,BATHTUB/SHOWER,HPD,MANHATTAN,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,Closed,186.9
66021480,2025-09-01T07:19:21.000,2025-09-09T02:13:13.000,PLUMBING,BASIN/SINK,HPD,MANHATTAN,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,186.9
66016880,2025-09-01T07:19:21.000,2025-09-09T02:13:12.000,PAINT/PLASTER,WALL,HPD,MANHATTAN,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,186.9
66015791,2025-09-01T07:19:21.000,2025-09-09T02:13:12.000,PAINT/PLASTER,WALL,HPD,MANHATTAN,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,Closed,186.9
66019155,2025-09-01T07:20:10.000,2025-09-02T10:05:52.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,26.8
66014111,2025-09-01T07:22:59.000,2025-10-30T00:00:00.000,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",DOB,BROOKLYN,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,1408.6
66015763,2025-09-01T07:25:33.000,2025-09-04T19:35:31.000,HEAT/HOT WATER,APARTMENT ONLY,HPD,BRONX,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,84.2
66021059,2025-09-01T07:26:00.000,2025-09-11T11:16:00.000,Street Light Condition,Street Light Out,DOT,BROOKLYN,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,Closed,243.8
66013414,2025-09-01T07:28:35.000,2025-09-02T10:18:10.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,26.8
66013432,2025-09-01T07:29:05.000,2025-09-06T07:34:26.000,PLUMBING,BASIN/SINK,HPD,BRONX,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",Closed,120.1
66019170,2025-09-01T07:29:05.000,2025-09-06T07:34:26.000,PAINT/PLASTER,WALL,HPD,BRONX,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",Closed,120.1
66018036,2025-09-01T07:29:05.000,2025-09-06T07:34:26.000,PAINT/PLASTER,CEILING,HPD,BRONX,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",Closed,120.1
66016863,2025-09-01T07:32:09.000,2025-09-03T13:06:40.000,HEAT/HOT WATER,APARTMENT ONLY,HPD,BROOKLYN,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,53.6
66015796,2025-09-01T07:32:33.000,2025-09-04T12:44:36.000,PLUMBING,BASIN/SINK,HPD,BROOKLYN,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",Closed,77.2
66018050,2025-09-01T07:32:33.000,2025-09-04T12:44:35.000,PLUMBING,TOILET,HPD,BROOKLYN,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",Closed,77.2
66019239,2025-09-01T07:32:46.000,2025-09-02T08:38:16.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,25.1
66017644,2025-09-01T07:34:00.000,2025-10-30T10:07:00.000,Street Light Condition,Street Light Out,DOT,QUEENS,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,Closed,1418.5
66016023,2025-09-01T07:34:58.000,2025-09-04T07:41:19.000,Street Condition,Defective Hardware,DOT,MANHATTAN,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",Closed,72.1
66017564,2025-09-01T07:35:31.000,2025-09-12T00:00:00.000,General Construction/Plumbing,Building Permit - None,DOB,BROOKLYN,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,256.4
66020326,2025-09-01T07:38:53.000,2025-09-03T16:31:08.000,PAINT/PLASTER,CEILING,HPD,BRONX,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",Closed,56.9
66017412,2025-09-01T07:41:32.000,2025-09-04T00:00:00.000,General Construction/Plumbing,Building Permit - None,DOB,BROOKLYN,The Department of Buildings reviewed this complaint and referred it to the Department of Transportation for further action.,Closed,64.3
66014622,2025-09-01T07:41:37.000,2025-09-05T18:09:28.000,PAINT/PLASTER,CEILING,HPD,BRONX,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,Closed,106.5
66013420,2025-09-01T07:45:24.000,2025-09-02T10:05:52.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,26.3
66016247,2025-09-01T07:46:00.000,2025-09-02T14:45:00.000,Water System,Hydrant Defective (WC2),DEP,QUEENS,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Closed,31.0
66021464,2025-09-01T07:53:53.000,2025-09-04T21:04:29.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,QUEENS,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,85.2
